i	dep_id	line	ore_ctrl	ore_ctrl_text	inserted_by	insert_date	updated_by	update_date
22768	"10088765"	1	""	"Alluvial Fan"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22769	"10012772"	1	""	"Lake Delta"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22770	"10087725"	1	""	"Stream Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22771	"10012826"	1	""	"Lake Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22772	"10087475"	1	""	"Alluvial Plain"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22773	"10012118"	1	""	"Stream Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22774	"10087490"	1	""	"Lake Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22775	"10087559"	1	""	"Alluvial Fan"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22776	"10041898"	1	""	"Lake Spit"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22777	"10041960"	1	""	"Lake Bonneville Shoreline"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22778	"10103849"	1	""	"Lake Bonneville Shoreline"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22779	"10088649"	1	""	"Lake Bonneville Shoreline"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22780	"10109643"	1	""	"Lake Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22781	"10088702"	1	""	"River Bar"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22782	"10042106"	1	""	"Lake Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22783	"10042108"	1	""	"Lake Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22784	"10078644"	1	""	"Fluvial Environment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22785	"10098016"	1	""	"Stream Channels"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22786	"10012144"	1	""	"Alluvial Fan"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22787	"10101518"	1	""	"Floodplain"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22788	"10011328"	1	""	"Alluvial Plain"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22789	"10011269"	1	""	"Alluvial Deposit"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22790	"10041984"	1	""	"Slope Wash; Gravity Slope."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22791	"10087261"	1	""	"Alluvial Fan-Floodplain"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22792	"10011243"	1	""	"Lake Bar"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22793	"10101620"	1	""	"Lake Bar"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22794	"10107499"	1	""	"Lake Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22795	"10011299"	1	""	"Beach"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22796	"10012764"	1	""	"Mountain Flank"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22797	"10080387"	1	""	"Concentrated in shoots (stratigraphic in amygdaloid or fissure related)."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
22798	"10023107"	1	""	"Estructural (Fracturas)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22799	"10045171"	1	""	"Silicified Zone In Limestone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22800	"10310315"	1	""	"Ore has formed along a silicified zone in limestone."	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
22801	"10065246"	1	""	"Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22802	"10109869"	1	""	"Stratigraphy, Igneous Rocks"	"MRDS migration"	"29-OCT-02"	""	""
22803	"10083038"	1	""	"Selective Replacement Of Limestone Beds."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22804	"10015368"	1	""	"Stream Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22805	"10086913"	1	""	"Found On Ancient Terraces In Ord Quartzite And Slate"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22806	"60001611"	1	""	"THE VARIOUS DEPOSITS CONTAIN IRON, COPPER, NICKEL, COBALT, LEAD, ZINC, MOLYBDENUM, SILVER."	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
22807	"10088567"	1	""	"Estructural"	"MRDS migration"	"29-OCT-02"	""	""
22808	"10085975"	1	""	"Steeply Southward Dipping E-W Trending Faults And Fractures Control Ore In San Miguel Workings, Ore Follows Bedding In The Rosario And San Juan Ore Bodies."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22809	"60001595"	1	"Fault/fracture"	"BEST ORE AT INTERSECTION OF VEINS IN QUARTZITE; VEINS BRANCH AND BECOME STERILE WHEN THEY PASS INTO SHALE."	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
22810	"10026911"	1	""	"Anticlinal Rolls And ""Northeast"" Fissures."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22811	"10046448"	1	""	"Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22812	"10046994"	1	""	"Permeability Of Dolomite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22813	"10020419"	1	""	"Along Fracture Zones Near A Concealed Intrusive"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22814	"10105940"	1	""	"Shears And Fissures; Contact Of Limestone - Granodiorite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22815	"10027543"	1	""	"Ew Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22816	"10106430"	1	""	"Selective Replacement Of Limestone Beds."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22817	"10111284"	1	""	"Shallow Water Basin"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22818	"10012511"	1	""	"Fault-Fracture Structural Control."	"MRDS migration"	"29-OCT-02"	""	""
22819	"10069924"	1	""	"Joint Planes"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22820	"10033411"	1	""	"Breccia Zone Along Contact Between Granodiorite And Metavolcanics"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22821	"10080410"	1	""	"Structural-footwall and cross-cutting dikes forming ore troughs."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
22822	"10094982"	1	""	"Fracturas"	"MRDS migration"	"29-OCT-02"	""	""
22823	"10022131"	1	""	"Reducing Environment, Stratigraphic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22824	"10045470"	1	""	"Fault Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22825	"10088056"	1	""	"Areas Highly Fractured."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22826	"10069942"	1	""	"Quartzite Bedding"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22827	"10109833"	1	""	"Possibly Associated With Fault As Mapped By Hayes And Raup, 1968"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22828	"10087777"	1	""	"Faults, Fault Intersections; Shear Zones"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22829	"10056044"	1	""	"Mineralization Is In A 5-Ft-Wide Quartz Vein (Huntting, 1956, P. 150)."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22830	"10044239"	1	""	"No Information"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22831	"10088699"	1	""	"Lake Delta"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22832	"10044240"	1	""	"Shear Zones"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22833	"10058613"	1	""	"Bedding"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22834	"10020883"	1	""	"Fissures (N70w, 20n)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22835	"60001155"	1	"Lithology"	"LITHOLOGY"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
22836	"10090139"	1	""	"Gentle Uplift Of Continental Mass; Erosion; Peneplanation; Folding; Faulting; Volcanicity; Dike Injection And Build-Up Of Younger Sediments."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22837	"10044327"	1	""	"No Information"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22838	"10013093"	1	""	"Wall Rock Control"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22839	"10015838"	1	""	"Most Concentrated In (Vertically Sheeted) Joint Zones"	"MRDS migration"	"29-OCT-02"	""	""
22840	"10089464"	1	""	"Fissures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22841	"10027266"	1	""	"Stratigraphy, Igneous Activity"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22842	"10214316"	1	"fractures related to range bounding thrust fault in hanging wall"	""	"TKLEIN"	"01-MAY-2008 11:10:23"	""	""
22843	"10039598"	1	""	"Vein Formed At Fault Contact"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22844	"10087115"	1	""	"Faulting And Fracturing, Limestone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22845	"10047463"	1	""	"Contact Of Granodiorite With Metasediments."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22846	"10080131"	1	""	"Foliation Of Schist (Foliation Strikes N 75 E, Dips About 50 Deg Se)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22847	"10088417"	1	""	"Fissures, Intersections Of Fissures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22848	"10005815"	1	""	"Fracturas Con Rumbo Ne-Sw"	"MRDS migration"	"29-OCT-02"	""	""
22849	"10057880"	1	""	"Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22850	"10080224"	1	""	"Breccia Pod, Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22851	"10050108"	1	""	"Fault"	"MRDS migration"	"29-OCT-02"	""	""
22852	"10087797"	1	""	"Fault-Fracture Structural Control."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22853	"10310523"	1	"intrusive contact, fracturing"	"intrusive contact"	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"WHERAN"	"18-MAR-2010 14:46:11"
22854	"10012439"	1	""	"Humboldt-Pocahontas Vein"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22855	"10026721"	1	""	"Estructural"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22856	"10010719"	1	""	"Lake Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22857	"10012114"	1	""	"Lake Bottom"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22858	"10087503"	1	""	"Alluvial Fan"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22859	"10088236"	1	""	"Stream Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22860	"10088060"	1	""	"River Channels"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22861	"10088061"	1	""	"Stream Channels"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22862	"10088271"	1	""	"Alluvial Fan"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22863	"10015384"	1	""	"Stram Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22864	"10015385"	1	""	"Stream Channels"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22865	"10015393"	1	""	"Stream Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22866	"10015351"	1	""	"Stream Channels"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22867	"10015461"	1	""	"Stream Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22868	"10088151"	1	""	"Stream Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22869	"10097991"	1	""	"Stream Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22870	"10015416"	1	""	"Stream Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22871	"10088149"	1	""	"Stream Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22872	"10011214"	1	""	"Alluvial Fan"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22873	"10088209"	1	""	"Stream Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22874	"10088206"	1	""	"Stream Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22875	"10088205"	1	""	"Stream Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22876	"10015456"	1	""	"Stream Channels"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22877	"10015722"	1	""	"Debris Slope;  Stream Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22878	"10015699"	1	""	"Stream Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22879	"10015698"	1	""	"Stream Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22880	"10015711"	1	""	"Stream Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22881	"10015396"	1	""	"Stream Channels"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22882	"10015551"	1	""	"Stream Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22883	"10088275"	1	""	"River Channels In Alluvial Fan"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22884	"10088262"	1	""	"River Channel In Alluvial Fan"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22885	"10088265"	1	""	"River Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22886	"10091003"	1	""	"Stream Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22887	"10100567"	1	""	"Stream Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22888	"10021648"	1	""	"Best Ore Found In Vein Intersections Within Metamorphosed Sandstone. When Veins Pass Into Hornfelsed Shale, They Branch And Become Sterile."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22889	"10092890"	1	""	"Lithology"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22890	"10057715"	1	""	"Proximal To Aplite Dikes"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22891	"10039534"	1	""	"Vein Follows Contact Of Granite And Volcanic Breccia"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22892	"10025895"	1	""	"Bedding And Breccia Zones In Bedrock; Clay Residuum For Minable Deposits"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22893	"10071950"	1	"Fracture Zones"	"Fracture Zones"	"MRDS migration"	"29-OCT-2002 09:07:14"	"WBFERGUS"	"26-DEC-2008 09:33:35"
22894	"10046392"	1	""	"Bedding - And Fracture - Controlled; Brecciation"	"MRDS migration"	"29-OCT-02"	""	""
22895	"10094899"	1	""	"Stringers Of Quartz And Assoc. Ore Minerals"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22896	"10089296"	1	"Bedding"	""	"MRDS migration"	"29-OCT-2002 09:07:14"	"WBFERGUS"	"26-DEC-2008 09:25:49"
22897	"10054952"	1	""	"Relleno De Fractura"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22898	"10090257"	1	""	"El Control Geologico Principal Esta Dado Por La Estratigrafia. La Mineralizacion Se Presenta Dentro De Los Bancos Calcareos De La Fm. Yacoraite. Podria Tratarse De Estrato Ligados."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22899	"10004667"	1	""	"Veins Follow Schistocity In Host Rocks And Are Folded"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22900	"10094333"	1	""	"Tactite Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22901	"10034092"	1	""	"Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22902	"10071840"	1	""	"Coaly Logs And Carbonatious Material"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22903	"10014008"	1	""	"Mineralization Localized In Permeable Channel Zones And By Carbonac Eous Debris (Fossil Wood And Plants)."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22904	"10107964"	1	""	"Mineralized Solutions Rose Along Fault Zone And Localized In Fissures."	"MRDS migration"	"29-OCT-02"	""	""
22905	"10020289"	1	""	"Ore Deposits Are Located In Veins & Carbonate Replacements Near Contact Zones Of Intrusive"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22906	"10105517"	1	""	"Fractures And Shear Zones Cutting Argillite And Diorite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22907	"10045249"	1	""	"Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22908	"10011081"	1	""	"Lacustrine"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22909	"10082552"	1	""	"Foliation Planes"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22910	"10085227"	1	""	"Faults, Structural Features"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22911	"10040895"	1	""	"Brecciated Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22912	"10044154"	1	""	"No Information"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22913	"10019490"	1	""	"Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22914	"10069777"	1	""	"Wasa - Shamrock Longitudinal Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22915	"10026114"	1	""	"Bedding, Fractures, And Residuum"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22916	"10042631"	1	""	"Fault Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22917	"10068409"	1	""	"Depth Of Weathering"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22918	"10013117"	1	""	"Fractures And Subradiating Dikes Associated With Emplacement Of Embargo Stock"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22919	"10011273"	1	""	"Fissure Veins"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22920	"10055464"	1	""	"Fractures;  Basal Quartzite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22921	"10067263"	1	""	"Fractures In The Dolomite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22922	"10079467"	1	""	"Swamp Sedimentary"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22923	"10003759"	1	""	"Anticline, Syncline, Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22924	"10088401"	1	""	"Lake Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22925	"10087171"	1	""	"Lacustrine"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22926	"10015781"	1	""	"Wave Or Lake Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22927	"10089204"	1	""	"Plant Remains, Paleochannels"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22928	"10070476"	1	""	"Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22929	"10079558"	1	""	"Old River Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22930	"10015849"	1	""	"Along Shear Zone Near Contact Between Granite  And Metamophics"	"MRDS migration"	"29-OCT-02"	""	""
22931	"10070786"	1	""	"Shear Zone, Fracture"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22932	"10079314"	1	""	"Upward facing or open structures of folding or faulting."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
22933	"10087273"	1	""	"Lithology"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22934	"60001677"	1	""	"A PRESUMED GRANITE OR PORPHYRY FOR THE GENESIS OF THE ORE, CUT ON NORTH SIDE OF HILL BY FAULT"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
22935	"10109641"	1	""	"Flank Of Mountain Range"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22936	"10005229"	1	""	"Fracture System"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22937	"10025068"	1	""	"Estructural Y Litologico."	"MRDS migration"	"29-OCT-02"	""	""
22938	"10104437"	1	""	"Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22939	"10089560"	1	""	"Paleochannel, Carbonaceous Material"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22940	"10044401"	1	""	"Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22941	"10054915"	1	""	"Litologico: La Mineralizacion Se Ecuentra Albergada En Los Esquistos.   Estructural: La Mineralizacion Esta Controlada Por La Falla De Rumbo E-W Y Buzamiento 72 N."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22942	"10015837"	1	""	"Fault Zones In Quartz Monzonite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22943	"10101725"	1	""	"Mineralized Solutions Rose Along Faults And Replaced Favorable Host Rock."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22944	"10078421"	1	""	"Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22945	"10012004"	1	""	"Fault-Fracture Structural Control."	"MRDS migration"	"29-OCT-02"	""	""
22946	"10010272"	1	""	"Fault Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22947	"10045933"	1	""	"Hydrothermal Alteration."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22948	"10005698"	1	""	"Estructurales"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22949	"10400337"	1	"Replacement and filling of breccias by basinal brines."	""	"WBFERGUS"	"20-JAN-10"	"BLIPIN"	"20-JAN-10"
22950	"10086986"	1	""	"N25w Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22951	"10026663"	1	""	"Litologico (Los Minerales Se Encuentran Diseminados En El Estrato De Cuarcita)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22952	"10088793"	1	""	"River Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22953	"10036999"	1	""	"Opalite Layers In Sedimentary Strata"	"MRDS migration"	"29-OCT-02"	""	""
22954	"10088922"	1	""	"Veins"	"MRDS migration"	"29-OCT-02"	""	""
22955	"10012440"	1	""	"On Humboldt-Pocahontas Vein;  Mineralized Fissures, Planes Of Movement"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22956	"10080698"	1	""	"Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22957	"10046533"	1	""	"Favorable Lithologies, Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22958	"10057731"	1	""	"Bedding In Part"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22959	"10088179"	1	""	"Stream Channels"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22960	"10098002"	1	""	"Stream Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22961	"10088183"	1	""	"Stream Channels"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22962	"10015736"	1	""	"River Channels"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22963	"10088219"	1	""	"Stream Channels"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22964	"10088220"	1	""	"Stream Channels"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22965	"10015409"	1	""	"Stream Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22966	"10015459"	1	""	"Stream Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22967	"10088253"	1	""	"River Channels In Alluvial Fan"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22968	"10012108"	1	""	"Gravel Ridge"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22969	"10012676"	1	""	"Alluvial Fan"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22970	"10087211"	1	""	"Alluvial Fan"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22971	"10087131"	1	""	"Flood Plain"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22972	"10087135"	1	""	"Valley Fill"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22973	"10010634"	1	""	"Sand Dunes"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22974	"10010675"	1	""	"Lake Floor"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22975	"10087039"	1	""	"Cinder Cone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22976	"10087087"	1	""	"Flood Plain"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22977	"10010561"	1	""	"Floodplain"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22978	"10010560"	1	""	"Flood Plain"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22979	"10010568"	1	""	"Alluvial Fan"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22980	"10010588"	1	""	"Floodplain"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22981	"10087003"	1	""	"Floodplain"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22982	"10010738"	1	""	"Alluvial Fan"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22983	"10088756"	1	""	"Lake Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22984	"10042130"	1	""	"Lake Bar"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22985	"10106640"	1	""	"Lake Terrace Sediments"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22986	"10087134"	1	""	"Stream Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22987	"10089291"	1	""	"Fluvial Environment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22988	"10010981"	1	""	"Lacustrine"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22989	"10011090"	1	""	"Lacustrine"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22990	"10011135"	1	""	"Lacustrine"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22991	"10087152"	1	""	"Lacustrine"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
