i	dep_id	line	alt_type	alterat	alterat_text	inserted_by	insert_date	updated_by	update_date
14594	"10001951"	1	"L"	""	"Recrystallized calc-silicate assemblages."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14595	"10307677"	1	"L"	""	"Diorite hostrock is propylitized."	"ARDF migration"	"06-OCT-03"	""	""
14596	"10308336"	1	"L"	""	"Calc-silicate minerals."	"ARDF migration"	"06-OCT-03"	""	""
14597	"10308234"	1	"L"	""	"Epidotization, silicification."	"ARDF migration"	"06-OCT-03"	""	""
14598	"10002768"	1	"L"	""	"There is local oxidation of copper minerals."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14599	"10002551"	1	"L"	""	"Carbonate-quartz replacement and tourmaline?"	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14600	"10307808"	1	"L"	""	"Conspicuous secondary iron-staining."	"ARDF migration"	"06-OCT-03"	""	""
14601	"10001213"	1	"L"	""	"Quartz and calc-silicate minerals."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14602	"10021184"	1	"L"	""	"Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14603	"10037117"	1	"L"	""	"Quartz-Sericite-Pyrite Veins Cutting K-Spar-Biotite-Chalcopyrite-M Olybdenite Veins"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14604	"10025058"	1	"L"	""	"Silicificacion"	"MRDS migration"	"29-OCT-02"	""	""
14605	"10068980"	1	"L"	""	"Clay Gouge, Alteration Up To 6 M From Veins."	"MRDS migration"	"29-OCT-02"	""	""
14606	"10054981"	1	"L"	""	"Limonitizacion"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14607	"10054980"	1	"L"	""	"Limonitizacion"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14608	"10042177"	1	"L"	""	"Metamorphism"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14609	"10310536"	1	"L"	""	"POTASSIC ALTERATION OF BEDDED ANDESITE"	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
14610	"10048569"	1	"L"	""	"Tonalite Is Bleached"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14611	"10010814"	1	"L"	""	"Gouge"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14612	"10007218"	1	"L"	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14613	"10040802"	1	"L"	""	"Silica Carbonate Alteration Of Serpentine"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14614	"10002496"	1	"L"	""	"Silica-carbonate alteration"	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 16:17:11"
14615	"10040487"	1	"L"	""	"Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14616	"10309037"	1	""	""	"Quartz, sericite and ankerite."	"ARDF migration"	"02-NOV-10"	""	""
14617	"10104487"	1	"L"	""	"Propylitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14618	"10081419"	1	"L"	""	"2 Ft Thick Gossan Layer May Have Contained Most Of The Chalcopyrite"	"woodruff"	"17-OCT-2003 08:17:32"	""	""
14619	"10097395"	1	"L"	""	"Phyllic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14620	"10058795"	1	"L"	""	"Propylitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14621	"10041195"	1	"L"	""	"Sericitization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14622	"10096357"	1	"L"	""	"Gouge"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14623	"10046097"	1	"L"	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14624	"10013300"	1	"L"	""	"Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14625	"10089211"	1	"L"	""	"Bleaching In Sandstone And Mudstone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14626	"10039806"	1	"L"	""	"Propylitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14627	"10039798"	1	"L"	""	"Argillitic; Propylitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14628	"10095446"	1	"L"	""	"Propylitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14629	"10039726"	1	"L"	""	"Argillitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14630	"10039856"	1	"L"	""	"Argillitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14631	"10095433"	1	"L"	""	"Propylitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14632	"10039765"	1	"L"	""	"Argillitic; Py-Gossan"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14633	"10095435"	1	"L"	""	"Skarn"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14634	"10039760"	1	"L"	""	"Argiilitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14635	"10045701"	1	"L"	""	"Argillie Alteration Of Rhyolite Porphyry"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14636	"10097142"	1	"L"	""	"Quartz-Sericite;  Pyrite-Chalcopyrite-Gossan"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14637	"10095456"	1	"L"	""	"K-Potassic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14638	"10095457"	1	"L"	""	"Quartz-Sericite-Pyrite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14639	"10095460"	1	"L"	""	"Propylitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14640	"10039906"	1	"L"	""	"Propylitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14641	"10039891"	1	"L"	""	"Quartz-Sericite-Pyrite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14642	"10095454"	1	"L"	""	"Quartz-Sericite-Pyrite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14643	"10095468"	1	"L"	""	"Quartz-Sericite-Pyrite Chalcopyrite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14644	"10039929"	1	"L"	""	"Qtz-Sulfide Veins In Marble"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14645	"10095469"	1	"L"	""	"Quartz-Sericite-Pyrite Chalcopyrite;  Skarn-No Tactite; Alteration Of Intrusive Is Propylitic But Could Be Supergene. Plagioclase Is Altered To Kaolinite, Probably Sericite Too."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14646	"10012917"	1	"L"	""	"Argillization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14647	"10045749"	1	"L"	""	"Silicification Of Argillite"	"MRDS migration"	"29-OCT-02"	""	""
14648	"10045783"	1	"L"	""	"Bleaching, Silicification, Argillization (Intense)"	"MRDS migration"	"29-OCT-02"	""	""
14649	"10094665"	1	"L"	""	"Fe Oxides, Cu Carbonates"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14650	"10307479"	1	"L"	""	"Potassic alteration with the introduction of K-feldspar and biotite occurs in the core of the system.  Locally the rocks are sericitized and phyllically altered. Higher in the system, the rocks are silicified, altered to clay, and carbonatized. Bull and her co-authors (1997 and 1999) indicate that galena is more abundant distally."	"ARDF migration"	"06-OCT-03"	""	""
14651	"10001937"	1	"L"	""	"The epidote-garnet skarn appears to have an overprinting hydrous alteration of mica, actinolite, and chlorite.  Limonitic staining is present."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14652	"10307884"	1	"L"	""	"Secondary biotite (potassic) in the border phase."	"ARDF migration"	"06-OCT-03"	""	""
14653	"10307496"	1	"L"	""	"Extensive silica-carbonate alteration of dioritic rocks."	"ARDF migration"	"06-OCT-03"	""	""
14654	"10307442"	1	"L"	""	"Silicification and quartz veining are common in rock fragments found throughout the anomaly, as well as iron staining, clay alteration, and bleaching of schist.  The quartz porphyry that marks the north edge of the anomaly is silicified and vuggy, and limonite fills vugs locally (Dashevsky, 1993)."	"ARDF migration"	"06-OCT-03"	""	""
14655	"10307256"	1	"L"	""	"Quartz and carbonate replacement of serpentinite."	"ARDF migration"	"06-OCT-03"	""	""
14656	"10307908"	1	"L"	""	"Probable dolomitization and oxidation."	"ARDF migration"	"06-OCT-03"	""	""
14657	"10000436"	1	"L"	""	"None reported."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14658	"10001617"	1	"L"	""	"Trondhjemite hostrock is sericitized."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14659	"10093960"	1	"L"	""	"Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 16:17:02"
14660	"10002556"	1	"L"	""	"Silicification of carbonate rocks (?)"	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 16:16:50"
14661	"10308443"	1	"L"	""	"Carbonate, chlorite, sericite, and quartz alteration."	"ARDF migration"	"06-OCT-03"	""	""
14662	"10001142"	1	"L"	""	"K-feldspar and propylitic (chlorite) alteration of granodiorite adjacent to mineralized fractures (Rose and Saunders, 1965)."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14663	"10002230"	1	"L"	""	"Local iron-and copper-(malachite) staining."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14664	"10002316"	1	"L"	""	"Argillic?"	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14665	"10307269"	1	"L"	""	"The altered zones contain quartz veins and are commonly iron-oxide stained.  Clay alteration may be present."	"ARDF migration"	"06-OCT-03"	""	""
14666	"10002520"	1	"L"	""	"Magmatic Segregation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14667	"10307687"	1	"L"	""	"Sericitization of trondhjemite country rock."	"ARDF migration"	"06-OCT-03"	""	""
14668	"10000467"	1	"L"	""	"Serpentzation occurs along the margin of the ultramafic body."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14669	"10308386"	1	"L"	""	"Much clay alteration appears to be developed."	"ARDF migration"	"06-OCT-03"	""	""
14670	"10001938"	1	"L"	""	"Oxidation of sulfides has occurred."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14671	"10002319"	1	"L"	""	"Argillic."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14672	"10308385"	1	"L"	""	"Oxidation and clay development have been noted in the felsic dike."	"ARDF migration"	"06-OCT-03"	""	""
14673	"10307302"	1	"L"	""	"None reported."	"ARDF migration"	"06-OCT-03"	""	""
14674	"10001848"	1	"L"	""	"Silicification (?) and oxidation; the development of silica-rich rocks at or near the the base of Paleozoic marble overlying characterizes this type of copper occurrence."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14675	"10308478"	1	"L"	""	"The rocks exhibit pervasive propylitic alteration consisting of chlorite, epidote, and pyrite. The breccia bodies in the northern area are altered to quartz-sericite-pyrite. Wall rock adjoining the breccias varies from pyritized volcanics to malachite-chalcopyrite-chalcopyrite-bearing porphyritic diorite, whose feldspar phenocrysts are altered to clay."	"ARDF migration"	"06-OCT-03"	""	""
14676	"10001548"	1	"L"	""	"Conspicuous iron-staining."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14677	"10308339"	1	"L"	""	"Rocks in area commonly are iron stained."	"ARDF migration"	"06-OCT-03"	""	""
14678	"10043778"	1	"L"	""	"Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14679	"10044674"	1	"L"	""	"Intrusive Dikes & Sills Now Largely Clay"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14680	"10308089"	1	"L"	""	"Freeport Exploration Company (1985) identified phyllic, propylitic, and argillic alteration phases within the intrusive complex. The phyllic phase, thought to be the oldest, consists of moderate to strong sericitization, quartz overgrowths, and disseminated pyrite. Propylitic alteration cross-cuts and overprints the phyllic phase. Argillic alteration is restricted to faults and fractures and cross-cuts the other phases. Trujillo and others (1982) reported the argillic alteration to be widespread, intense, and pervasive."	"ARDF migration"	"06-OCT-03"	""	""
14681	"10307481"	1	"L"	""	"Silicification; formation of silica-carbonate rock in intermediate volcanics; local sulfidation."	"ARDF migration"	"06-OCT-03"	""	""
14682	"10000699"	2	"L"	""	"High temperature skarn."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14683	"10000699"	1	"L"	""	"Formation of skarn at intrusive contacts."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14684	"10308197"	1	"L"	""	"Quartz veining."	"ARDF migration"	"06-OCT-03"	""	""
14685	"10308335"	1	"L"	""	"Contact metamorphic."	"ARDF migration"	"06-OCT-03"	""	""
14686	"10307297"	1	"L"	""	"Extensive oxidation of sulfide minerals has occurred."	"ARDF migration"	"06-OCT-03"	""	""
14687	"10001621"	1	"L"	""	"Sericitization of trondhjemite, and oxidation of iron mineral(s) in veins  to hematite(?)."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14688	"10308465"	1	"L"	""	"Byers (1959) described the alteration as consisting of fine-grained aggregates of quartz, chlorite, pyrite, and adularia(?).  Simpson (1985) and Randolph and Ellis (1989) described the alteration as advanced argillic with up to 10 percent pyrite.  Randolph (1990) also noted silica seen locally as veinlets, vugs, and rare calcedonic stockworks."	"ARDF migration"	"06-OCT-03"	""	""
14689	"10012633"	1	"L"	""	"Argillization (Quartz Monz.), Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14690	"10089791"	1	"L"	""	"Weathering"	"woodruff"	"20-OCT-2003 11:40:19"	""	""
14691	"10057589"	1	"L"	""	"Silicic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14692	"10057854"	1	"L"	""	"Propylitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14693	"10057857"	1	"L"	""	"Propylitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14694	"10057859"	1	"L"	""	"Propylitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14695	"10057967"	1	"L"	""	"Propylitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14696	"10087768"	1	"L"	""	"Slight Wallrock Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14697	"10041899"	1	"L"	""	"Silication, Bleaching"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14698	"10054973"	1	"L"	""	"Silicificacion, Cloritizacion"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14699	"10110448"	1	"L"	""	"Chlorite, Biotite, Silification, Sericite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14700	"10014144"	1	"L"	""	"Oxidation Of Pb Sulfide To Carbonate; Alteration Of Pyrite; Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14701	"10080049"	1	"L"	""	"None"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14702	"10102464"	1	"L"	""	"Chloritization, Sericitization, Kalinization, Pyritization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14703	"10015245"	1	"L"	""	"Limonitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14704	"10078624"	1	"L"	""	"Bleaching In Sandstone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14705	"10078946"	1	"L"	""	"Bleaching In Sandstone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14706	"10079026"	1	"L"	""	"Moderate Bleaching In Mudstone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14707	"10079079"	1	"L"	""	"Bleaching In Mudstone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14708	"10087531"	1	"L"	""	"Marblization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14709	"10087996"	1	"L"	""	"Bleaching In Mudstone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14710	"10088013"	1	"L"	""	"Bleaching In Mudstone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14711	"10088089"	1	"L"	""	"Argillic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14712	"10089213"	1	"L"	""	"Bleaching In Mudstone And Sandstone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14713	"10094722"	1	"L"	""	"Bleaching In Mudstone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14714	"10096505"	1	"L"	""	"Bleaching In Mudstone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14715	"10012374"	1	"L"	""	"Sericitization"	"MRDS migration"	"29-OCT-02"	""	""
14716	"10012373"	1	"L"	""	"Scricitization"	"MRDS migration"	"29-OCT-02"	""	""
14717	"10026473"	1	"L"	""	"Serpentization Of Olivine"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14718	"10092960"	1	"L"	""	"Argillization, Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14719	"10026475"	1	"L"	""	"Metamorphic Alteration Of Mafic Rock"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14720	"10043852"	1	"L"	""	"Silicification, Skarn"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14721	"10015448"	1	"L"	""	"Argillic Alteration"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14722	"10048047"	1	"L"	""	"Chloritization, Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14723	"10012413"	1	"L"	""	"Silicification, Sericitization, K-Feldspathization"	"MRDS migration"	"29-OCT-02"	""	""
14724	"10002562"	1	"L"	""	"Clay, chlorite, epidote, and carbonate alteration."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 16:16:59"
14725	"10049476"	1	"L"	""	"Propylitic"	"MRDS migration"	"29-OCT-02"	""	""
14726	"10087461"	1	"L"	""	"Water Rounding"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14727	"10012055"	1	"L"	""	"Water Rounding"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14728	"10101694"	1	"L"	""	"Water Rounding"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14729	"10087454"	1	"L"	""	"Water Rounding"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14730	"10011386"	1	"L"	""	"Intense Weathering"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14731	"10041928"	1	"L"	""	"Bleaching"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14732	"10106066"	1	"L"	""	"Bleaching In Mudstone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14733	"10088978"	1	"L"	""	"Propylitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14734	"10093715"	1	"L"	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14735	"10003511"	1	"L"	""	"Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 16:16:45"
14736	"10071738"	1	"L"	""	"Fe Stain"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14737	"10058484"	1	"L"	""	"Phyllic, Argillic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14738	"10040803"	1	"L"	""	"Silica Carbonate Alteration Of Serpentine, Hydrothermal Alteration"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14739	"10015839"	1	"L"	""	"Sericitization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14740	"10079583"	1	"L"	""	"Serpentinization, Alteration Zone Varies From Nil To 15 Meter."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14741	"10308295"	1	"L"	""	"Calc-silicate minerals are developed in the impure marble country rocks adjacent to the Kachauik pluton. Oxidation of iron-bearing minerals in the intrusive rocks is indicated by iron-oxide staining."	"ARDF migration"	"06-OCT-03"	""	""
14742	"10307676"	1	"L"	""	"Sulfidization of country rocks."	"ARDF migration"	"06-OCT-03"	""	""
14743	"10002172"	1	"L"	""	"Granodiorite in the shear zone is altered to quartz, sericite, albite, and iron oxide minerals."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 16:16:38"
14744	"10307685"	1	"L"	""	"Country rocks locally are sericitized and permeated with hydrothermal hematite."	"ARDF migration"	"06-OCT-03"	""	""
14745	"10002005"	1	"L"	""	"Albitization."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14746	"10307583"	1	"L"	""	"Oxidation of copper mineral(s) to malachite."	"ARDF migration"	"06-OCT-03"	""	""
14747	"10001205"	1	"L"	""	"Contact metamorphic."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14748	"10000431"	1	"L"	""	"None reported."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 16:16:29"
14749	"10307881"	1	"L"	""	"Sericite."	"ARDF migration"	"06-OCT-03"	""	""
14750	"10308223"	1	"L"	""	"Iron-staining."	"ARDF migration"	"06-OCT-03"	""	""
14751	"10308329"	1	"L"	""	"Contact metamorphism and skarn."	"ARDF migration"	"06-OCT-03"	""	""
14752	"10308321"	1	"L"	""	"Silicification."	"ARDF migration"	"06-OCT-03"	""	""
14753	"10308307"	1	"L"	""	"The nature of the alteration in the 5-foot-wide fault zone here is not described."	"ARDF migration"	"06-OCT-03"	""	""
14754	"10307281"	1	"L"	""	"This is an oxidized gossan zone."	"ARDF migration"	"06-OCT-03"	""	""
14755	"10307675"	1	"L"	""	"Pyritization of argillic country rock."	"ARDF migration"	"06-OCT-03"	""	""
14756	"10307857"	1	"L"	""	"None."	"ARDF migration"	"06-OCT-03"	""	""
14757	"10307822"	1	"L"	""	"Ankerite, epidote, and sericite."	"ARDF migration"	"06-OCT-03"	""	""
14758	"10307699"	1	"L"	""	"Schistose trondhjemite is intensely sericitized.  One iron-stained zone is associated with a dark-green intermediate dike about 10 feet thick."	"ARDF migration"	"06-OCT-03"	""	""
14759	"10308217"	1	"L"	""	"Pyritization."	"ARDF migration"	"06-OCT-03"	""	""
14760	"10002214"	1	"L"	""	"Alteration is mentioned but not described in Brew and others (1978)."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14761	"10002220"	1	"L"	""	"Copper, Iron Staining"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14762	"10001209"	1	"L"	""	"Calc-silicate minerals."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14763	"10002194"	1	"L"	""	"Chloritic."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
